document	label
쵝오, 연기, 연출, 캐릭터 설정, 스토리가 너무 짜임새 있어서 좋다.	1
흥행에 쫄딱 망한데는 다 이유가 있었군	0
종합 평점은 2점 드립니다.	0
이렇게 만들면 뭐 있어보이나?	0
김치워리어=세금 좀먹는 버러지.	1
스토리는 공감이 전혀 안되네요. 오버액션과 오버사운드 B급이라기보단 C급이네요.	0
케이블티비에서 몇번을 봐도 정말 좋은영화입니다.	1
악을 멀리하고 선을 가까이하라	1
미칀 감독아 도대체 중국이랑 아무관련도 없는데 중국이 배경이고 중국배우쓰고 박한별목소리도 다른성우가 더빙하는건데? 절대 보질마라 지금까지 본영화중에서 제일 쓰레기 같음 재미도없고 내용도 일반 한국쓰레기 공포물이랑 차이도 없고 노잼개막장 개십 돈아깝다	0
이게 모야 지루함 투성이...의도가 모야!!!!	0
이거 안봤는데 얼마나 족카튼지 보고싶어지네요 댓글때문에 ㅋㅋㅋ	0
다세포 소녀를 다시 보는 듯한 끔찍한 악몽에 시달렸다.	0
진짜 볼만함요. 완전 최고	1
뭐하는거지? 지난줄거리로시간 다잡아먹고 끝나니깐 노래틀어놓고 그날내용을 다보여주네ㅡㅡ 쓸내용이없으면 종영하는게 나을듯싶네요 드라마에 쓸때없는장면들이너무많네요 mbc드라마국장님 드라마셀렉잘하시길;;	0
재밌었음그 집도둑놈이랑 딸내미년 죽여 버리고 싶었다ㅡㅡ	1
너무 화려한 액션을 기대한 내가 나빠	0
나 이거 극장가서 보고.. 보러 가자 했던 친구랑 인연 끊을뻔했다	0
인류의 최후보다 더 비참한 허접영화	0
유치함. 개연성 없음. 전형적인 아동용 판타지영화. 평점에 속았다. 매튜본 감독의 엑스맨 퍼스트클래스를 재밌게 본 나로선 기대와 달리 최악이었던 영화	0
클레맨타인과 함께 한국 최고의 영화	1
내가왜시간들여서남정신상담하는거봐야하나요. 첨부터끝까지상담	0
미져리의 심 해석을 본 느낌	1
단조로운...너무나 단조로운 영화. 보는 내내 곤혹스럽게 만들었다.	0
아무리 짱짱맨 옵대장의 다때려부수는 CG가 좋다그래도 이딴 디워랑 견줄만한 스토리로 7점이나 받는 트랜스포머시리즈가 진심으로 대단할따름. 남는건 메가트론 목아지 따이는거 밖에 없었다	0
오우 이런 쓰레기 평점 보고 봤어야 하는데.. 1점도 아깝다.	0
스토리 최악..유치..개졸작	0
밍밍하다	0
넘 보고싶은데 볼수있는방법이 없나요?어릴때 넘 재미있게 본기억이 있어서 다시보고싶어요	1
액션짱 멋졋음	1
고1때 3류극장서본영화인데그때감동깊게봣음	1
하. . 정말로그인해서 평점 주는건 처음이다.영화가 참. . 수준떨어진다	0
Good!!! 2탄도 기대합니다.	1
정말 재밋게 잘 봤습니다.	1
이거 주인공 배역이 투자해서 만든 영화인가요?	0
드라마 재밌게 잘보고 있네요 ㅋ아 오늘 양희경님 생신이시던데 축하드려요^^가족끼리 왜이래 대박행진 쭉 이어졌음 좋겠습니다 화이팅이요 ㅎㅎ	1
양동근 때문에 3점 ㅋㅋ 종니 지루했다 ㄱ-	0
재밌는데요?ㅋㅋㅋ 일단 재밌는 요소가 많아서 추천드립니다	1
성시경 땜에 본다. 성시경 짱	1
나이스 브로디 부활이다 내예상 두명적중ㅅㅅㅅㅅ	1
아빠어디가가 사업적으로변하였다.그예를 보여주는 작품	0
오늘 공중파서 하네요. 재미있음.	1
인간은 타자의 욕망을 끊임없이 욕망한다. 욕망의 표출이 낳은 비극.	1
재미 없습니다. 재미없습니다.	0
시대유감.....냉소가아닌 진솔함이 묻어나는 수작,,,	1
마지막 액션 장면은 완전 감격시대 따라했네.	0
이것도영화라고...새로움과저속함을 혼동한자의종말.다음영화가 개봉할수나 있을런지.	0
배우가 아까운 영화라고나 할까? 성룡이야 그렇다치고 존쿠샥,애드리안브로디.. 이양반들 왜 이런다냐..이영화 한단어로..종합선물세트..거창하지만 까보면 별거없음..그리고 이영화 이미 풀렸음..개봉해야만 볼수 있는건 아니지..	0
감독은 한세아님 주연의 정사 라는 영화를 보시고 영화 다시 공부하세요	0
21세기 브리짓 발톱의 때도 안되는 영화..쯧..	0
아후.. 진짜 뭐라는거야..연출이 중구난방 난리났다.. 이 영화의 의미는 감독만 알뿐..	0
홍콩5주연속1위인데 국내에서 개봉못하고 다운로드되는 이유는?	0
몇몇 외국영화 따라한듯하나 웃음이 실종되었고, 인물,스토리에 전혀 빠져들 수 없음.	0
소재만 괜찮고 연출은 쓰레기...	0
보고 감동의눈물을 흘렷다 이게 실화라니....	1
과제만 아니었다면 평생 안볼 영화	0
1편에비하면	0
아.... 할말을 잃었습니다	0
유해진은 좀 모자란역인가??	0
이뻣던 종초홍~ 그리고 홍금보..	1
보구...NOT REMEMBER	0
별 1점도 아깝다. 그동안 내가본 장르불문 모든영화는 딴 사람이 재미없다 해도 다 볼만했는데이건 진짜 OOO기ㅋ....이걸만든 사람들은 영화쪽으로 다신 발 들이면 안될듯 내가더잘만들겠다	0
최고의 드라마! 나가세 토모야 연기 굿 각키 유야 연기도 굿	1
3분의1 보다 꺼버렸음...쓰레기 재미 x나게 없음	0
몰입해서보지는 않았지만, 너무 짜임새있게 맞아들어가려는 시나리오가 뭔가 이상.	0
여자가 등장할때까지는 공포감도 좋았고 매우 좋았는데. 둘이 섹스를 한 시점부터 뭔가 이상해짐. 내용도 산으로 가고 결말도 이상하고. 내가 이해못했나 싶어서 리뷰들 다 봤는데.... 이게 뭐야ㅜㅜ 내 시간 돌려줘..	0
그대는 왜 ..몇년사이에 무슨일이 있었던게요...ㅠㅠ	1
멋진 영화 철학적이고 여운도 있다	1
제 삶에 최고의 영화중에 하나였습니다!	1
도저히 끝까지 못보겠다.. 90분이 이렇게 길줄이야..	0
명탐정코난 극장판중에 가장 졸작	0
리는 책임감이 강하다, 받은 걸 고스란히 돌려주는 사람이다. 스스로 사랑하는 법을 몰랐고, 그래서 애정에 집착했다. 그녀는 사랑받기 원했다. 그녀 주위에서 그녀에게 책임지길 원했고, 그 결과는 그녀 혼자 감당해야 했다. 단순히 영화평이지만,닮았	1
뭔가 절망적이고 연애적인것은 싫은데 이영화때문에 좋아졌음 주인공 깜찍하다~!	1
이 좋은 소재를 이따구로 밖에 못살리나. 참 영화 센스없게 만들었다.	0
ㅋㅋ머냐 이거.. 기대 안하고 봤다가 지렸다 ㅠㅠ	1
뭔가 이해 할 수 없는 결말이지만 빠져들게 하는 오묘한 매력이 있는 영화!	1
최악의 영화라고 본다 왜 이런 영화를 만드나	0
이건 뭐 쓰레기도 아니고..	0
잘봤어요!!!! 대박나길♡♡♡	1
세상에 이것만이 웃픈 영화! 웃픈에서 픈웃으로!	1
예수쟁이 찬양,노노	0
영화인지 뭔지 모르겠다.연기며 연출이며 내용전개까지 뭐하나 건질 게 없다.	0
키읔키읔키읔ㅋ키응ㅋ킹크 (할말이 없음)	0
시간이 지나도 설레이고 기억에 남는 드라마 최진실의 매력이 잘 드러난 작품	1
피트 아무리 멋진 너라도 이건 좀 심하잖아	0
흠...!!! 뭐랄까..	0
심형래영화평점 다 내리자~	0
아주 저급한 속편. 영화 속 표현을 빌리자면, 아카펠라로 노래하는 것보다 이 영화를 끝까지 보고 앉아있는 게 더 힘들다.	0
연기도 아쉬워 내용도아쉬워	0
솔직히 오늘편보고 루비반지 접습니다 잘보다가 갑자기 정치인드립이더니 이번편에는 그냥 막장이네요 연기자 분들은 열심히 한다지만 작가하고 감독이 그냥 쓰레기네요 막장도 정도것 하시길	0
here with me 때문에 10점	1
이런것도 만들었나? 아무리 꿈이라지만 참아주지..	0
아니 무슨 영화 찍는데 액션스턴트맨도아니고대역을쓰냐배우맞음?이럴꺼면19금영화찍지를말던가신인김고은이랑비교되네ㅉㅉ	0
처음영화 봤던을땐 팬이라서 그냥 그렇구나 하고 봤지만.. ㅋㅋ 아무리생각해도 대단해 저딴 OOO기 스토리를 가지고 영화를 만들었다는게.. 그남아 려욱이 웃기더라.	0
도자기야 사랑이야?스토리가 일관성있엇으면...드라마 재목이 왜 불의 여신 정이인지 마지막까지 알려주지 않았다.	0
주열매와 윤석현!! 앙~~ 넘 좋앙^^ 봐도봐도 질리지 않는 느라마!! 영상도 예쁘고 배우도 이뿐..	1
그냥 그저 그랬다. 시간 때우기용	0
아이들에게 자연의 소중함에 대해 알려줄수있는 영화인것같아요!애니메이션 별로 안좋아하는데 액션이랑 캐릭터가 귀엽고 재미있었어요! !	1
솔직히 너무 재미없었음. 그냥 액션이란 껍데기만 난무할 뿐 알맹이는 전혀 없었음. 오죽하면 20년도 더 넘은 다이하드 1이 더 재밌게 느껴졌을까... 그냥 딱 킬링타임용임. 아 진짜 다이하드 1, 2, 3 시절이 그립다...	0
촌스럽고 통속적인 멜로	0
아오이유우를 좋아하게 했던 영화 남동생도 재밌어요	1
허참이게영화임??	0
무지재미잇어요~&gt.&lt~!!!!!!!!꺄아오늘나온당ㅇ.ㅇ!!!!!!!	1
"""원제목이 훨씬 좋은데... """"Sidewall"""" ... 영화를 다 보고 와닿는 그런 제목. 주인공들의 공간이 세밀하게 묘사되서 정말 좋았어요. 그 사람의 모습을 엿볼 수 있는 요소들을 공간에서 찾아보는 것도 재밌었습니다. 기분 좋은 영화네요."""	1
보면서도 보고나서도 시민 한 사람으로써 사회의 부조리에 대항할 수 없는 힘없음에 안타까웠던 영화입니다. 많은 분들이 보고 성미산 수호를 위한 주민들의 사투가 널리 알려졌음 하는 바람입니다.	1
기대이상이에요 끝부분반전짱!!	1
괜찮았어 반담형!!!	1
삼류 감독+삼류 시나리오+삼류 배우=쌈마이 영화. (영화라고 하기에 참 부끄럽다)	0
사골 끓이냐?비디오를 왜 개봉??	0
정말 완성도 높은 드라마	1
연기 진짜 잘한다... 남자 두 주연배우	1
마지막회에 은재가 외계인이라고 밝혀진다는데..	0
시리즈의 마지막이지만 아쉽진 않다. 다만 일흔에 가까운 노배우에게 박수를.	0
내 인생 최고의 영화. 오직 하나 꼽으라면 이 영화를	1
강혜정...성형부작용으로 박찬욱사단에서 쫒겨나고부터 막장테크타는구나...	0
많은 생각을 하게되는 영화	1
여운이 좋다	1
이영화를 왜 이제봤을까.. 정말 오랜만에 엉엉 울어본 영화 색감도 너무너무 이쁘고 특히 임수정 연기와 미모가 정점인듯	1
웃을 수도 울 수도 없는 삶의 아이러니. 평화롭고 따뜻하지만 쓸쓸함을 감출 수 없다.	1
설마가사람잡았네 사실은남편이 범인이고 미쳐서 자기기억조작된거아닌가?라생각했다가 어떻게끝내나 지루해도 꾹참고봤는데 역시나 2중인격?기억상실? 몰로설명해야될지도모를개연성쥐똥만큼도없는 18류영화 남이 자기마누라죽이는걸보는장면나왔는데지상상임 18	0
아름다운 색과 서정적인 배경음악이 비극을 환상으로...	1
흥미가 없다...허무한 영화다...	0
여러번봐도 좋네요~ㅎ	1
내가 박지윤 좋아해서 이 영화를 보긴 했지만, 박지윤 성격이 막 초반이랑 후반이랑 변해서 이해도 안됐고, 정말 여운이며 남는 게 없는 영화다.. 최악이다 최악..	0
지고지순 선굵은 로망스.	1
이별도 없고 그냥 도라에몽의 이야기를 다큐멘타리식으로 보여준것밖에 없다. 이별은 전혀 없다.	0
그냥그랴 그저그래응 십자	0
천하영웅은 무슨...갈수록 이야기가 산으로 간다	0
부디 그녀의 앞길에 태양이 비추길 바란다...	0
잔잔한 여운이 있네요..눈물 흘쩍...강제규 감독에게 이런 면이...	1
어디까지나 더 락 나온거 치고 괜찮음	0
역대급이엿다.증말증말쩐다	1
과연 현대의 노동현실은 전태일의 죽음이 헛되지 않았다고 할수있을만큼 개선이 되었을까?..	1
난 되게 재미없었는데 의외로 재밌게 본사람들이 많네요	0
볼만혀요.심심할때보셔요.키키키	1
나도 이해가 안감 랭킹보니 6.20? 정말 재미있게 본 영환데..	1
이게 평점이 3점대? 1점대가 적당하다	0
돈내고보기아깝네..옛날에만든영화인줄	0
여주님이 이쁘다는말에도 공감을 못하겠는게 양악이야 뭐야? 입인지 턱인지 어색하기가 이루 말할수 없..	0
주제는 오직 가난.... 유신이념 활성화	0
간첩색휘들 애쓴다 밥은 먹고 다니냐?	0
생각보다 잘 만들었다! 우리의 온라인 라이프를 한번 더 생각해 보게 하는 영화!	1
최고의 영화예요!!	1
흉내는 내되 수준미달의 아류는 어디나 있는 법. 새삼스레 확인한게 유일한 소득.	0
저는 졸리던데요. 중간에 끌정도 였음.개인적으로 엑소시스트가 훨배낫다고 생각함.	0
그냥 소파에 앉아 과자랑 음료수 하나 끼고 킬링타임용 으로는 볼만하다.그 외에는 TRASH	0
권력은 허무하다는 걸을 가르쳐준 영화.... 개뿔...	0
도로에서 마주칠까 두려운 그 이름...킬러조	0
정글번치 !! 어른들이 봐도 재미난 애니메이션 !!	1
딱 대한민국 국방영화 수준에서 조금더 나은~ 좀 스팩타클하게 시나리오 연출 안되나?	0
피치스가 넘 귀여워요	1
멋들어진 민초들의 의상, 황정민의 연기 모두 좋았지만, 뭔가 익숙함에.. 6점대 영화는 아닌듯	1
노잼 테드요번년에본영화중 젤노잼	0
너무 현실적이여서 싸울땐 보다가 내가 화날정도였음 ㅋㅋ 초현실적연애영화	1
정말 감동 감동 감동 감동	1
군대 가기전에 다 헤어져라 그게 상책이다. 차라리 제대하고나서 만나면 만나지 기다릴거 기대하지마라 여잔 절대 못기다린다	0
이게대체뭐지 지루해서 죽을뻔	0
하이재킹을 소재로 한 영화중 최고라 말할 수 있다. (아놔 시걸형님..ㅜㅠ)	1
보면서 두번이나 울었어요 ㅠㅠㅠㅠ 완전 재밌어요~	1
"""""""EBS 한국영화 특선""""을 사랑하는 이유, 어려웠던 시절임에도 불구하고 착하게 열심히 사는 주인공 윤복이와 선생님이 행복해졌으면 좋겠어요, 84년 영화인데도 성우가 대신 연기를 했었다는 점이 재밌었슴"""	1
1시간까지 참고보다가 지워버렸다. 시간 아까움,	0
여자 존나 짜증나네ㅎㅋㅋ	0
어릴적 추억이 있다	1
뮤지컬 장르가 흥행하기는 쉽지 않다는 것을 보여줌 우마써머 아니면 완전 꽝인 영화	0
어디서 미드 워킹데드 시나리오를 배겨서 허접하게 짜집기를 해서 만들었는지 참 보는 내내 어이가 없었다는... 거기에 허접한 분장과 CG가 한몫을 거들고 진짜 내 시간을 킬링해버린 영화네요 ㅋ 시간이 남아돌아서 미칠거 같은분, 내시간을 없애고픈들께 강추	0
